11690,14,1.12,2.01,0.044,0,0.032,0.151,0,0.00096
2450,8,0.15,0,0,0,0,0,0,0
1610,0,0,0,0,0,0,0,0,0
1930,8,0.44,0.62,0.06,0.2,0.028,0.024,0.002,0.00008
1300,23,0,0,0,0,0,0,0,0
8600,380,3.02,0.01,0,0,0.3,0.1,0.03,0.00002
5600,1887,34,28.3,0.218,0,2.8,3.2,0.019,0.0113
2000,23,1,0,0,0,0,0,0,0
820,11,0.31,0.2,0.055,5.8,0.024,0.02,0.006,0
1290,8,0.16,0.11,0.024,0.5,0.01,0.017,0,0
6070,7,27.27,11.35,0.242,18.2,1.13,1.28,0.004,0.00455
1220,16,0.15,0,0,2.4,0,0,0,0
6590,9,28,5.19,0.205,21,1.8,2.04,0.019,0.00619
6120,16,0.73,0,0,0.5,0,0,0,0
14590,6,0.32,0.65,0.069,0,0.043,0.062,0.003,0.00024
11100,47,2.4,0,0,2,0,0,0,0
2380,0,0.29,0,0,0,0,0,0,0
8600,0,1.59,0,0,0,0,0,0,0
1290,4,0.34,0.57,0.103,0.4,0.014,0.039,0.004,0
980,7,0.12,0,0,0,0,0,0,0
3170,16,0.57,0,0,0,0,0,0,0
2040,0,0.15,0,0,0,0,0,0,0
2220,4,0.22,0.15,0.102,0.4,0.009,0.012,0.001,0
15010,94,1.55,3.08,0.088,0.7,0.738,0.336,0.008,0.00176
15940,80,1.4,2.54,0.068,0,0.03,0.237,0.01,0.00119
16500,245,8.84,2.65,0,0.1,0.741,0.87,0,0
1860,20,1.92,0.25,0.062,57.9,0.06,0.213,0.031,0
2000,80,0.56,0.69,0.052,0,0.01,0.02,0.007,0
13450,10,9.19,2.14,0.18,10,0.052,1.401,0.321,0.00807
4620,19,6.67,5.56,0.14,22.2,1.39,1.57,0.004,0.00556
7670,434,22.27,18.62,0.213,26.6,1.737,1.723,0.019,0.0068
5700,14,1.5,1.7,0.195,22,1.39,1.57,0.019,0.0056
21070,24,1.36,2.67,0.096,0,0.386,0.196,0,0.00115
1540,15,0.55,0,0,1.8,0,0,0,0
400,12,0.2,0.1,0.086,1677.6,0.02,0.06,0.014,0
30990,26,2.7,4.3,0.2,0,0,0,0.004,0
8190,323,14.5,14.5,0,19.4,1.2,1.39,0,0.0048
5590,5,15,0.69,0.244,20,1.25,1.41,0.019,0.005
5500,303,13.6,11.39,0.129,18.2,1.1,1.29,0.019,0.0045
17300,60,2.23,0.21,0,0,0.2,0.24,0.032,0.001
11600,55,3.09,0.89,0,91,0.38,0.14,0,0.018
5930,25,1.7,0.1,0.1,0,0.03,0.07,0.008,0
4900,338,34.29,14.68,0,25,1.5,1.6,0.019,0.005
1460,13,0.59,0.18,0.05,12.9,0.042,0.015,0,0
13000,38,3,3.11,0.428,0,0.12,0.14,0.027,0
5200,385,17.3,14.4,0.213,23.1,1.4,1.6,0.019,0.0058
10700,37,2.8,2.6,0.2,0,0.34,0.1,0,0
1510,17,0.34,0.15,0.2,0.2,0.028,0.029,0.002,0.00004
7800,0,2.6,1.8,0,0,0.32,0.17,0.016,0
7900,33,28.9,6.7,0.3,0,0.7,0.8,0.019,0.0027
1610,32,0,8.47,0,0,0,0,0,0
1840,41,0.25,0.18,0,0,0,0,0,0
300,12,0.48,0.41,0.114,11.3,0.012,0.018,0.01,0
10000,230,1,1.54,0.535,7,0.2,0.4,0.014,0.0007
